X,Y
0.5955937903298474,-1.9120437745045216
0.6045536093291775,-1.9033277812279101
0.6135580022793343,-2.0952320354306817
0.6226067522630917,-2.3710512678134132
0.6316996455507983,-1.7637178262294486
0.6408364715235635,-2.1691768576583197
0.6500170225990105,-1.8534529679105205
0.6592410941594855,-2.15854202002329
0.6685084844826225,-2.0813366467736882
0.6778189946741623,-2.2205404591888147
0.687172428602935,-2.1946512976749024
0.6965685928379158,-2.0238317445772287
0.7060072965872691,-2.13286237721613
0.7154883516393038,-2.019436007692184
0.7250115723052596,-1.8187975799442113
0.7345767753638556,-2.1883077960145494
0.744183780007529,-1.9094781331249162
0.7538324077903007,-2.0325089201103883
0.7635224825772027,-2.0938619031440115
0.7732538304952095,-2.1370566948103615
0.7830262798856163,-2.4848787181486958
0.7928396612578082,-2.0613969616122265
0.8026938072443701,-2.089625537967146
0.8125885525574867,-2.1151721636535874
0.8225237339465867,-2.052527318742296
0.8324991901571835,-2.1686654806691874
0.8425147618908724,-1.8057486972582182
0.85257029176644,-1.6671279632157567
0.8626656242820483,-2.1396423087602936
0.8728006057784545,-1.9177184173476098
0.882975084403231,-1.94155217322595
0.8931889100759505,-1.9610262758999357
0.9034419344543024,-2.13260747722326
0.9137340109011115,-2.164914314231686
0.9240649944522233,-1.8694635712655276
0.9344347417852327,-2.0962558873402113
0.9448431111890222,-2.2163760948138758
0.9552899625340882,-1.8302843054056184
0.9657751572436246,-2.1456803110920637
0.9762985582653425,-2.0742306468644034
0.9868600300440006,-2.0280796417316425
0.9974594384946227,-2.036125031318109
1.0080966509763827,-2.409671071932241
1.0187715362671323,-2.406422166934452
1.0294839645385572,-2.413212987648532
1.0402338073319322,-2.2677301574113846
1.0510209375344688,-2.2463667751538203
1.0618452293562268,-2.2038197358303404
1.0727065583075779,-2.225594677825694
1.0836048011772028,-2.2793872306783722
1.0945398360106076,-2.063312680370943
1.1055115420891386,-2.308009143844832
1.1165197999094896,-2.0696330081220453
1.1275644911636766,-2.0012610331504814
1.138645498719476,-1.7859475091022419
1.1497627066013043,-2.129177913469211
1.1609159999715322,-1.9887269682529647
1.172105265112219,-2.180835160619699
1.183330389407254,-1.9972709397623163
1.1945912613248935,-2.23333083838052
1.2058877704006847,-2.2084714176357036
1.2172198072207623,-1.8904296828817602
1.2285872634055088,-1.9889642471117301
1.23999003159357,-1.1796555900714218
1.2514280054262108,-2.1754694210641077
1.2629010795320108,-2.1166358374354184
1.2744091495118783,-1.9675804748255832
1.2859521119243873,-2.008692692850796
1.2975298642714177,-2.198578178867308
1.3091423049840971,-2.046732460739132
1.320789333409034,-1.9349007676821626
1.3324708497948345,-2.261709999906085
1.3441867552788955,-2.2220472866436154
1.355936951874467,-1.9715633226724805
1.3677213424579777,-2.003713384787193
1.3795398307566127,-2.0241703113361242
1.3913923213361448,-2.091704143739996
1.4032787195890026,-2.060579303585696
1.4151989317225808,-1.8735078298656092
1.4271528647477756,-2.3533319658332363
1.4391404264677472,-1.7815195591154798
1.4511615254669006,-2.1246378168419975
1.46321607110008,-1.9782205819583332
1.475303973481971,-1.8407865005994104
1.4874251434767056,-1.9649156281738578
1.4995794926876653,-2.364818789753464
1.511766933447478,-1.7819580763333083
1.5239873788082023,-1.9726591994327727
1.5362407425316973,-1.9923206483196476
1.5485269390801695,-2.0125452180024137
1.5608458836068984,-1.9196800975664599
1.5731974919471292,-2.082357502990652
1.5855816806091367,-2.310610900772203
1.5979983667654487,-2.2358630233152517
1.6104474682442314,-1.6030885083722595
1.6229289035208279,-2.465307932219657
1.6354425917094526,-1.9551409216974303
1.64798845255503,-1.7809561107739489
1.6605664064251802,-1.8693451555495058
1.6731763743023487,-1.9886105126723406
1.6858182777760697,-1.791483148596348
1.6984920390353697,-2.0342817255418875
1.7111975808613018,-2.1943841333180916
1.723934826619608,-2.038530178411905
1.736703700253511,-2.309029614646994
1.7495041262766282,-2.034943750597454
1.7623360297660056,-1.8517838456276627
1.7751993363552745,-2.2921541574481363
1.788093972227918,-2.1635252163286367
1.8010198641106565,-2.247947876412555
1.8139769392669407,-2.307105407303433
1.826965125490554,-2.4215800622431147
1.8399843510993228,-1.9628260390260104
1.8530345449289272,-2.0904643666703464
1.8661156363268177,-2.0495845862255764
1.8792275551462285,-1.7795093552151422
1.892370231740289,-2.0377699016783213
1.905543596956232,-1.5569660497616482
1.9187475821296947,-1.8079341828380286
1.9319821190791095,-2.426065685406974
1.945247140100189,-2.0109705474632107
1.9585425779604935,-1.738653571093089
1.971868365894089,-2.2716508235839967
1.9852244375962873,-2.1325553571882807
1.998610727218468,-2.1574588582996346
2.012027169362985,-1.9173766119200555
2.0254736990781486,-1.8813910485318046
2.038950251853286,-2.02271277860479
2.05245676361388,-2.426990598678014
2.065993170716782,-2.1161569465492542
2.079559409945496,-1.9092840337643515
2.0931554185055368,-1.9857300438466365
2.1067811340198572,-1.591855183184995
2.1204364945243466,-1.7927538401136194
2.1341214384633913,-1.8930677901718207
2.1478359046855116,-2.1515212846533123
2.161579832439052,-2.1544662998917796
2.175353161367946,-1.935976516088984
2.1891558315075343,-1.9696937845531308
2.202987783280453,-1.77749704028668
2.2168489574925756,-2.035789591910986
2.230739295329018,-2.368181973958597
2.244658738350199,-2.003736781473605
2.25860722848796,-1.7847961350032906
2.272584708041742,-1.6770448054039617
2.2865911196748097,-1.9741892515978245
2.300626406410541,-1.8428779232072294
2.31469051162876,-1.7418808551389278
2.3287833790621266,-1.7519859133662874
2.3429049527925763,-1.8602352605922474
2.3570551772478097,-2.1820639604120666
2.371233997197832,-2.1706406920154344
2.385441357751538,-1.8496001002934035
2.3996772043533494,-1.5784662412192632
2.4139414827798937,-1.7909315236799108
2.428234139136733,-2.0893523966036205
2.4425551198551343,-2.1756859959654937
2.4569043716888888,-2.088071736941895
2.4712818417111664,-2.1915604696829987
2.4856874773114224,-1.8665382060989932
2.500121226192339,-1.7802622362202187
2.514583036366812,-1.9478499035808554
2.5290728561549756,-1.8291764053903479
2.5435906341812684,-1.9900729261369103
2.558136319371538,-1.9401373176871068
2.572709860950183,-1.8766591478195092
2.5873112084373355,-1.9332720292111065
2.601940311646078,-2.2494200226247303
2.6165971206796987,-2.0138882147919417
